Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jan-22,Admitted,357,917.4,1984,3475
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jan-22,All Patients,251,798,1984,8780
5. Total Time in A&E,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Jan-22,Non-Admitted,235,602,1798,5310
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jan-22,Admitted,538,1413.9,2249,3610
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jan-22,All Patients,244,1095,2249,10715
5. Total Time in A&E,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Jan-22,Non-Admitted,203,600.8,1866,7105
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jan-22,Admitted,491,1509.2,2976,5380
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jan-22,All Patients,205,1126.65,2976,19830
5. Total Time in A&E,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Jan-22,Non-Admitted,170,614,2058,14450
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jan-22,Admitted,235,974.8,2850,4045
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jan-22,All Patients,121,638,2850,16065
5. Total Time in A&E,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Jan-22,Non-Admitted,78,361,1710,12020
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Jan-22,Admitted,311,881.75,3323,3905
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Jan-22,All Patients,196,664,3323,13420
5. Total Time in A&E,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Jan-22,Non-Admitted,169,480.4,2835,9515
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jan-22,Admitted,538,1342,2657,3110
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jan-22,All Patients,154,975.75,3923,14405
5. Total Time in A&E,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Jan-22,Non-Admitted,120,538,3923,11295
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jan-22,Admitted,417.5,1190.65,2367,2690
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jan-22,All Patients,206,886,2367,8790
5. Total Time in A&E,RWJ,STOCKPORT NHS FOUNDATION TRUST,Jan-22,Non-Admitted,182,516,1680,6105
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jan-22,Admitted,396,1657,3299,3740
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jan-22,All Patients,170,989,3299,16060
5. Total Time in A&E,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Jan-22,Non-Admitted,140,530,2878,12320
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,Admitted,587,1529.2,3431,2255
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,All Patients,215,1083,3431,9340
5. Total Time in A&E,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,Non-Admitted,191,703.6,3308,7090
5. Total Time in A&E,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Jan-22,All Patients,147,998,1904,1750
5. Total Time in A&E,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,Jan-22,Non-Admitted,147,998,1904,1750
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jan-22,Admitted,344,972,2194,100
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jan-22,All Patients,175,580,2194,13145
5. Total Time in A&E,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Jan-22,Non-Admitted,174,576,1352,13045
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jan-22,Admitted,523,1443.65,2230,4110
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jan-22,All Patients,250,1055,2253,16440
5. Total Time in A&E,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Jan-22,Non-Admitted,203,724,2253,12335
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jan-22,Admitted,237,682.5,1571,2530
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jan-22,All Patients,194,520,3460,11425
5. Total Time in A&E,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Jan-22,Non-Admitted,175,422.35,3460,8895
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Jan-22,Admitted,382,814.9,1315,4485
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Jan-22,All Patients,151,641,1339,20145
5. Total Time in A&E,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Jan-22,Non-Admitted,128,419,1339,15660
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Jan-22,Admitted,382,943.6,4230,3565
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Jan-22,All Patients,149,574,4230,25360
5. Total Time in A&E,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Jan-22,Non-Admitted,127,424.15,3773,21800
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,Admitted,655.5,1770,3075,2570
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,All Patients,301,1521.8,3075,6145
5. Total Time in A&E,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,Non-Admitted,235,820,2310,3570
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,Admitted,562,2564.85,4025,2585
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,All Patients,197,1566,4025,12560
5. Total Time in A&E,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Jan-22,Non-Admitted,180,545.15,2778,9980
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Jan-22,Admitted,451,985,1565,3925
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Jan-22,All Patients,225.5,813.65,1657,13410
5. Total Time in A&E,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Jan-22,Non-Admitted,196,561.85,1657,9485
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Jan-22,Admitted,366.5,1310.05,2022,2295
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Jan-22,All Patients,238,1121.55,2648,6130
5. Total Time in A&E,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Jan-22,Non-Admitted,228,624.25,2648,3835
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Jan-22,Admitted,460.5,1178.5,2325,3895
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Jan-22,All Patients,189,890,2746,15785
5. Total Time in A&E,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Jan-22,Non-Admitted,157,504,2746,11890
5. Total Time in A&E,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Jan-22,Admitted,562,1442.15,3180,2980
5. Total Time in A&E,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Jan-22,All Patients,209,1089.2,4211,11515
5. Total Time in A&E,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Jan-22,Non-Admitted,168,583,4211,8540
5. Total Time in A&E,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Jan-22,Admitted,38,158,299,365
5. Total Time in A&E,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Jan-22,All Patients,39,169,353,4250
5. Total Time in A&E,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,Jan-22,Non-Admitted,40,169,353,3885
5. Total Time in A&E,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Jan-22,Admitted,92,320,1902,850
5. Total Time in A&E,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Jan-22,All Patients,95,251,1902,10250
5. Total Time in A&E,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Jan-22,Non-Admitted,95,242,1713,9405
5. Total Time in A&E,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,Jan-22,Admitted,71,96.4,98,15
5. Total Time in A&E,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,Jan-22,All Patients,70,171.1,2456,420
5. Total Time in A&E,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,Jan-22,Non-Admitted,70,171.95,2456,400
5. Total Time in A&E,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Jan-22,Admitted,39,93,166,300
5. Total Time in A&E,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Jan-22,All Patients,30,83,226,4265
5. Total Time in A&E,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,Jan-22,Non-Admitted,30,82,226,3965
5. Total Time in A&E,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Jan-22,Admitted,69,223,520,1615
5. Total Time in A&E,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Jan-22,All Patients,74,235.3,662,11895
5. Total Time in A&E,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,Jan-22,Non-Admitted,75,237,662,10280
5. Total Time in A&E,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Jan-22,Admitted,386,1270,4207,3590
5. Total Time in A&E,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Jan-22,All Patients,203,785,4207,14720
5. Total Time in A&E,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Jan-22,Non-Admitted,179,558,2812,11135
5. Total Time in A&E,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Jan-22,Admitted,302.5,854,3948,3990
5. Total Time in A&E,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Jan-22,All Patients,209,609,3948,12940
5. Total Time in A&E,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Jan-22,Non-Admitted,184,430.7,2887,8945
5. Total Time in A&E,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Jan-22,Admitted,68,188.2,212,70
5. Total Time in A&E,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Jan-22,All Patients,83,202,326,3715
5. Total Time in A&E,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,Jan-22,Non-Admitted,84,202.85,326,3645
5. Total Time in A&E,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Jan-22,Admitted,40,119.25,332,525
5. Total Time in A&E,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Jan-22,All Patients,56,148,332,3980
5. Total Time in A&E,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,Jan-22,Non-Admitted,59,151,327,3455
5. Total Time in A&E,W5R9N,BLACKPOOL VICTORIA URGENT CARE CENTRE,Jan-22,All Patients,70,229.3,3752,1715
5. Total Time in A&E,W5R9N,BLACKPOOL VICTORIA URGENT CARE CENTRE,Jan-22,Non-Admitted,70,229.3,3752,1715
5. Total Time in A&E,AAH01,TETBURY HOSPITAL TRUST,Feb-22,All Patients,42,97.45,161,150
5. Total Time in A&E,AAH01,TETBURY HOSPITAL TRUST,Feb-22,Non-Admitted,42,97.45,161,150
5. Total Time in A&E,AD9,GREENBROOK HEALTHCARE,Feb-22,Admitted,122,314.35,1800,815
5. Total Time in A&E,AD9,GREENBROOK HEALTHCARE,Feb-22,All Patients,152,343.9,2887,5085
5. Total Time in A&E,AD9,GREENBROOK HEALTHCARE,Feb-22,Non-Admitted,158,351.6,2887,4270
5. Total Time in A&E,AD903,URGENT CARE CENTRE,Feb-22,Admitted,24,229,2552,3205
5. Total Time in A&E,AD903,URGENT CARE CENTRE,Feb-22,All Patients,87,256,4159,6335
5. Total Time in A&E,AD903,URGENT CARE CENTRE,Feb-22,Non-Admitted,116,266,4159,3130
5. Total Time in A&E,AD904,UCC AT HILLINGDON HOSPITAL,Feb-22,Admitted,26,226,2408,3260
5. Total Time in A&E,AD904,UCC AT HILLINGDON HOSPITAL,Feb-22,All Patients,89,253,4235,7010
5. Total Time in A&E,AD904,UCC AT HILLINGDON HOSPITAL,Feb-22,Non-Admitted,125,280,4235,3750
5. Total Time in A&E,AD906,UCC - NORTHWICK PARK HOSPITAL,Feb-22,Admitted,31,279,2103,3700
5. Total Time in A&E,AD906,UCC - NORTHWICK PARK HOSPITAL,Feb-22,All Patients,119.5,345.75,4060,8865
5. Total Time in A&E,AD906,UCC - NORTHWICK PARK HOSPITAL,Feb-22,Non-Admitted,163.5,394,4060,5170
5. Total Time in A&E,AD913,BECKENHAM BEACON UCC,Feb-22,Admitted,121,322.9,652,365
5. Total Time in A&E,AD913,BECKENHAM BEACON UCC,Feb-22,All Patients,107,272,4224,3350
5. Total Time in A&E,AD913,BECKENHAM BEACON UCC,Feb-22,Non-Admitted,105,270,4224,2980
5. Total Time in A&E,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Feb-22,Admitted,32,332.7,889,1705
5. Total Time in A&E,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Feb-22,All Patients,150,430.1,1515,6120
5. Total Time in A&E,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Feb-22,Non-Admitted,172,461.25,1515,4415
5. Total Time in A&E,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Feb-22,Admitted,119,244.8,1915,350
5. Total Time in A&E,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Feb-22,All Patients,117,275.5,2530,3010
5. Total Time in A&E,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Feb-22,Non-Admitted,117,280.95,2530,2660
5. Total Time in A&E,ANH,MALLING HEALTH,Feb-22,Admitted,178,654.75,1389,220
5. Total Time in A&E,ANH,MALLING HEALTH,Feb-22,All Patients,131,622,3907,9675
5. Total Time in A&E,ANH,MALLING HEALTH,Feb-22,Non-Admitted,129,620,3907,9455
5. Total Time in A&E,AXA,TOWER HAMLETS GP CARE GROUP CIC,Feb-22,Admitted,214,537.6,2436,325
5. Total Time in A&E,AXA,TOWER HAMLETS GP CARE GROUP CIC,Feb-22,All Patients,162,323,2436,7545
5. Total Time in A&E,AXA,TOWER HAMLETS GP CARE GROUP CIC,Feb-22,Non-Admitted,160,312,1761,7220
5. Total Time in A&E,AXG,WILTSHIRE HEALTH & CARE,Feb-22,Admitted,53,183.25,349,145
5. Total Time in A&E,AXG,WILTSHIRE HEALTH & CARE,Feb-22,All Patients,62,174.85,3194,1645
5. Total Time in A&E,AXG,WILTSHIRE HEALTH & CARE,Feb-22,Non-Admitted,63,174.15,3194,1500
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,Feb-22,Admitted,93.5,206,302,310
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,Feb-22,All Patients,80,193,840,6155
5. Total Time in A&E,AXT,ONE MEDICAL GROUP LIMITED,Feb-22,Non-Admitted,79,191,840,5845
5. Total Time in A&E,D0W0K,HEALTH & WELLBEING CENTRE,Feb-22,All Patients,33,107,1429,2770
5. Total Time in A&E,D0W0K,HEALTH & WELLBEING CENTRE,Feb-22,Non-Admitted,33,107,1429,2770
5. Total Time in A&E,F4I4D,WHITEGATE DRIVE HEALTH CENTRE,Feb-22,All Patients,42,168,2516,5325
5. Total Time in A&E,F4I4D,WHITEGATE DRIVE HEALTH CENTRE,Feb-22,Non-Admitted,42,168,2516,5325
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,Feb-22,Admitted,17,81.7,293,1585
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,Feb-22,All Patients,38,196.8,1507,3485
5. Total Time in A&E,NLO08,SCARBOROUGH URGENT CARE CENTRE,Feb-22,Non-Admitted,71,240,1507,1900
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,Feb-22,Admitted,89.5,847.55,1866,130
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,Feb-22,All Patients,87,618,4246,3075
5. Total Time in A&E,NLO21,ST MARY'S URGENT CARE CENTRE,Feb-22,Non-Admitted,87,605.7,4246,2945
5. Total Time in A&E,NLO24,YORK HOSPITAL URGENT CARE CENTRE,Feb-22,Admitted,79,417.2,2076,25
5. Total Time in A&E,NLO24,YORK HOSPITAL URGENT CARE CENTRE,Feb-22,All Patients,110,1904,4004,995
5. Total Time in A&E,NLO24,YORK HOSPITAL URGENT CARE CENTRE,Feb-22,Non-Admitted,111,1932,4004,970
5. Total Time in A&E,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Feb-22,All Patients,83,248.7,1949,2105
5. Total Time in A&E,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Feb-22,Non-Admitted,83,248.7,1949,2105
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Feb-22,Admitted,76,197,336,430
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Feb-22,All Patients,101,247,759,11045
5. Total Time in A&E,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Feb-22,Non-Admitted,102,248,759,10615
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,Feb-22,Admitted,75.5,226.5,354,140
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,Feb-22,All Patients,86,237,562,2380
5. Total Time in A&E,NNJ,DHU HEALTH CARE C.I.C,Feb-22,Non-Admitted,87,237,562,2240
5. Total Time in A&E,NQT,HCRG CARE LTD,Feb-22,Admitted,*,*,*,*
5. Total Time in A&E,NQT,HCRG CARE LTD,Feb-22,All Patients,68,488.95,1364,2640
5. Total Time in A&E,NQT,HCRG CARE LTD,Feb-22,Non-Admitted,68,488.3,1364,2635
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,Feb-22,Admitted,74,192.6,247,10
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,Feb-22,All Patients,76,200.25,869,1295
5. Total Time in A&E,NQT5F,SKELMERSDALE WALK IN CENTRE,Feb-22,Non-Admitted,76,200,869,1285
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,Feb-22,Admitted,24,229,261,40
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,Feb-22,All Patients,87,256,648,1975
5. Total Time in A&E,NQT5G,URGENT CARE CENTRE,Feb-22,Non-Admitted,116,266,648,1935
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,Feb-22,Admitted,53,219.8,231,15
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,Feb-22,All Patients,80,195,366,500
5. Total Time in A&E,NQT5H,PAULTON MEMORIAL HOSPITAL,Feb-22,Non-Admitted,80.5,195,366,485
5. Total Time in A&E,NR318,SEATON HOUSE,Feb-22,Admitted,90,230.45,292,270
5. Total Time in A&E,NR318,SEATON HOUSE,Feb-22,All Patients,111,233,420,4295
5. Total Time in A&E,NR318,SEATON HOUSE,Feb-22,Non-Admitted,112,233,420,4020
5. Total Time in A&E,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,Feb-22,All Patients,121,456.5,4272,2835
5. Total Time in A&E,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,Feb-22,Non-Admitted,121,456.5,4272,2835
5. Total Time in A&E,NTPAN,PRACTICE PLUS GROUP URGENT TREATMENT CENTRE - SOUTHAMPTON,Feb-22,All Patients,110,328,4244,2380
5. Total Time in A&E,NTPAN,PRACTICE PLUS GROUP URGENT TREATMENT CENTRE - SOUTHAMPTON,Feb-22,Non-Admitted,110,328,4244,2380
5. Total Time in A&E,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Feb-22,Admitted,82,164.6,224,20
5. Total Time in A&E,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Feb-22,All Patients,61,150.5,275,610
5. Total Time in A&E,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Feb-22,Non-Admitted,61,148.9,275,590
5. Total Time in A&E,NTV0B,ASHFORD WALK-IN-CENTRE,Feb-22,All Patients,95,201,338,2280
5. Total Time in A&E,NTV0B,ASHFORD WALK-IN-CENTRE,Feb-22,Non-Admitted,95,201,338,2280
5. Total Time in A&E,NTV0W,WOKING WALK IN CENTRE,Feb-22,All Patients,102,218,409,2445
5. Total Time in A&E,NTV0W,WOKING WALK IN CENTRE,Feb-22,Non-Admitted,102,218,409,2445
5. Total Time in A&E,NX1,OPEROSE HEALTH (GROUP) UK LIMITED,Feb-22,Admitted,128,327.8,338,20
5. Total Time in A&E,NX1,OPEROSE HEALTH (GROUP) UK LIMITED,Feb-22,All Patients,81,521,1259,1635
5. Total Time in A&E,NX1,OPEROSE HEALTH (GROUP) UK LIMITED,Feb-22,Non-Admitted,81,534.75,1259,1615
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Feb-22,Admitted,419,1142,2603,8360
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Feb-22,All Patients,206,823.4,2603,35595
5. Total Time in A&E,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Feb-22,Non-Admitted,180,577,2512,27235
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Feb-22,Admitted,237,573,1755,4380
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Feb-22,All Patients,155,444,1755,17905
5. Total Time in A&E,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Feb-22,Non-Admitted,130,366.85,1542,13525
5. Total Time in A&E,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Feb-22,Admitted,445,888,1583,2980
5. Total Time in A&E,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Feb-22,All Patients,248,705.55,1583,12830
5. Total Time in A&E,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Feb-22,Non-Admitted,196,575,1315,9850
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Feb-22,Admitted,53.5,146.2,185,190
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Feb-22,All Patients,56,151.95,881,2300
5. Total Time in A&E,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Feb-22,Non-Admitted,56,153,881,2110
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,Feb-22,Admitted,308.5,944.75,2313,1005
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,Feb-22,All Patients,216,758.6,2313,2895
5. Total Time in A&E,R1F,ISLE OF WIGHT NHS TRUST,Feb-22,Non-Admitted,188,459,1617,1890
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,Feb-22,Admitted,459,1402.85,3858,6165
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,Feb-22,All Patients,226,922,4238,28925
5. Total Time in A&E,R1H,BARTS HEALTH NHS TRUST,Feb-22,Non-Admitted,209,580,4238,22765
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Feb-22,Admitted,533,1335,4293,3220
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Feb-22,All Patients,331,1019.8,4318,10825
5. Total Time in A&E,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Feb-22,Non-Admitted,279,735,4318,7605
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Feb-22,All Patients,209,562.1,3527,6360
5. Total Time in A&E,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Feb-22,Non-Admitted,209,562.1,3527,6360
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Feb-22,Admitted,202,584.25,1989,1335
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Feb-22,All Patients,155.5,364,1989,4570
5. Total Time in A&E,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Feb-22,Non-Admitted,140,282.35,1768,3235
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Feb-22,Admitted,385.5,1801.35,3389,2540
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Feb-22,All Patients,192,1033.15,3389,10660
5. Total Time in A&E,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Feb-22,Non-Admitted,162,502,2957,8120
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Feb-22,Admitted,483.5,1463.75,2870,1825
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Feb-22,All Patients,188,1072,2870,6820
5. Total Time in A&E,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Feb-22,Non-Admitted,148,491,2173,4990
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Feb-22,Admitted,314,1226,1418,50
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Feb-22,All Patients,219,779,2453,10700
5. Total Time in A&E,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Feb-22,Non-Admitted,219,772.5,2453,10650
5. Total Time in A&E,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Feb-22,Admitted,440,1123.8,3568,7105
